lens_id,company,title,date_published,publication_type,patent_status,classification,npl_count,n_jurisdictions,jurisdictions,filter_path,kept
013-512-922-848-261,apple,Resolving cycle conflicts between multiple RATs sharing a radio of a UE,2016-10-25,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
020-068-796-412-752,apple,Electronic device with chip-on-glass ambient light sensors,2016-10-25,GRANTED_PATENT,ACTIVE,dual_purpose,2,1,US,removed,False
023-653-335-250-355,apple,"Providing a downlink control structure in a first carrier to indicate control information in a second, different carrier",2016-11-01,GRANTED_PATENT,ACTIVE,dual_purpose,20,9,"BR, CA, CN, EP, JP, KR, RU, US, WO",filtered_keep,True
025-572-036-516-342,apple,SOLID STATE DRIVE WITH SELF-REFRESH POWER-SAVING MODE,2016-11-10,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
026-971-285-849-804,apple,IMPLICIT POWER MANAGEMENT MODE AND STATE TRANSITIONS,2016-11-03,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
035-691-252-039-485,apple,Display and organic light -emitting diode display,2016-11-09,LIMITED_PATENT,EXPIRED,pure,,,,pure_auto_keep,True
040-211-057-030-480,apple,IMPLIZITER LEISTUNGSVERWALTUNGSMODUS UND STATUSÜBERGÄNGE,2016-11-02,PATENT_APPLICATION,ACTIVE,dual_purpose,2,3,"CN, EP, US",filtered_keep,True
049-356-749-087-44X,apple,Smart Power Bank System For Efficient Energy Transfer,2016-10-27,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
058-964-590-185-173,apple,Delayed and bundled retransmissions for low bandwidth applications,2016-11-03,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
069-340-857-481-515,apple,Flexible battery pack,2016-11-09,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
069-862-515-867-133,apple,Methods and apparatus for improving power consumption in a wireless network,2016-10-18,GRANTED_PATENT,ACTIVE,dual_purpose,6,8,"CN, EP, IN, JP, KR, TW, US, WO",filtered_keep,True
073-163-568-332-919,apple,Mobile Device with Improved Network Scanning,2016-10-20,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
080-293-065-029-052,apple,Communication of preferred power consumption configurations,2016-11-10,GRANTED_PATENT,ACTIVE,dual_purpose,1,14,"AU, BR, CA, CN, EP, ES, HK, HU, JP, KR, MX, MY, US, WO",filtered_keep,True
081-159-835-586-269,apple,Electronic Device With Directional Ambient Light Sensor,2016-10-20,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
082-290-296-889-569,apple,Mapping application with 3D presentation,2016-11-01,PATENT_OF_ADDITION,ACTIVE,other,0,,,removed,False
082-810-053-103-708,apple,FRAME TRANSMISSION SCHEME MODIFICATION,2016-11-10,SEARCH_REPORT,PENDING,dual_purpose,0,,,removed,False
093-565-659-838-568,apple,CONTROLLED OFDMA RANDOM ACCESS,2016-10-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
098-551-429-866-533,apple,METHOD AND APPARATUS FOR INTERFERENCE COORDINATED TRANSMISSION AND RECEPTION IN WIRELESS NETWORK,2016-10-20,PATENT_APPLICATION,ACTIVE,dual_purpose,1,7,"CN, EP, JP, KR, TW, US, WO",filtered_keep,True
104-034-551-183-082,apple,Using a Frequency Error Estimate of a First Radio Access Technology (RAT) for a Second RAT,2016-10-20,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
104-591-607-338-189,apple,Power management in crowd-sourced lost-and-found service,2016-10-25,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
104-771-990-361-688,apple,COVER FOR AN ELECTRONIC DEVICE,2016-11-03,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
106-508-107-497-207,apple,OPPORTUNISTIC OFFLOADING OF TASKS BETWEEN NEARBY COMPUTING DEVICES,2016-10-27,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
117-895-661-689-726,apple,Method for fast access to a shared memory,2016-11-08,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
117-956-552-125-32X,apple,"Apparatus, System, and Method for Radio Interface Selection for IMS Connection Based on Power Considerations",2016-10-27,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
123-630-584-820-383,apple,APPARATUS AND METHOD FOR DETERMINING A WIRELESS DEVICE'S LOCATION AFTER SHUTDOWN,2016-11-03,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
126-390-165-279-579,apple,EFFIZIENTE UMSCHALTUNG ZWISCHEN GRAFIKPROZESSOREINHEITEN,2016-10-26,GRANTED_PATENT,ACTIVE,dual_purpose,1,8,"CN, EP, HK, JP, KR, TW, US, WO",filtered_keep,True
136-635-702-056-713,apple,TRANSFORMERLESS AC LINE ISOLATOR,2016-11-10,PATENT_APPLICATION,PENDING,other,0,,,removed,False
140-212-320-656-983,apple,DOUBLE ANODIZED PARTS,2016-11-10,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
145-042-586-208-152,apple,Method to reduce acoustic noise induced by processor performance state changes in response to periodic application workl,2016-11-08,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
148-686-786-578-951,apple,Display With Vias to Access Driver Circuitry,2016-11-10,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
151-165-847-480-662,apple,OPPORTUNISTIC OFFLOADING OF TASKS BETWEEN NEARBY COMPUTING DEVICES,2016-10-27,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
160-270-833-724-524,apple,Implicit Power Management Mode And State Transitions,2016-11-09,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
168-258-514-735-700,apple,ELECTRONIC DEVICE WITH AUTOMATIC MODE SWITCHING,2016-11-10,PATENT_APPLICATION,EXPIRED,dual_purpose,0,,,removed,False
169-834-916-438-10X,apple,Out-of-service scanning for multi-SIM devices,2016-11-08,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
172-960-280-137-453,apple,System on a chip with always-on processor,2016-10-27,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
178-006-104-427-045,apple,"HOCHSPANNUNGS-LI-IONENBATTERIE MIT , HOHER VOLUMERISCHER ENERGIEDICHTE UND HOCHENTWICKELTEN KATHODENMATERIALIEN",2016-11-09,SEARCH_REPORT,ACTIVE,other,2,9,"AU, CN, EP, HK, JP, KR, TW, US, WO",filtered_keep,True
178-119-428-710-163,apple,"APPARATUS, SYSTEM, AND METHOD FOR RADIO INTERFACE SELECTION FOR IMS CONNECTION BASED ON POWER CONSIDERATIONS",2016-10-27,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
178-302-609-648-659,apple,Systeme und Verfahren zur Ermöglichung von Handshake-Weiterleitungen zwischen Geräten über ein Stromversorgungssignal,2016-11-02,GRANTED_PATENT,ACTIVE,dual_purpose,1,10,"AU, CN, DE, EP, ES, GB, HK, TW, US, WO",filtered_keep,True
180-184-970-540-152,apple,Coordinated signal reception across integrated circuit boundaries,2016-11-08,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
180-226-415-423-54X,apple,充電器,2016-10-21,DESIGN_RIGHT,ACTIVE,other,0,,,removed,False
184-999-125-466-20X,apple,AUTOMATED RESPONSE TO AND SENSING OF USER ACTIVITY IN PORTABLE DEVICES,2016-11-03,PATENT_APPLICATION,EXPIRED,dual_purpose,0,,,removed,False
185-969-083-071-208,apple,SOLID STATE DRIVE WITH SELF-REFRESH POWER-SAVING MODE,2016-10-20,SEARCH_REPORT,PENDING,dual_purpose,0,,,removed,False
186-928-125-036-60X,apple,SMART POWER BANK AND DEVICE FOR EFFICIENT ENERGY TRANSFER,2016-10-27,PATENT_APPLICATION,PENDING,other,0,,,removed,False
187-789-411-599-218,apple,Wearable display having an array of LEDs on a conformable silicon substrate,2016-10-25,GRANTED_PATENT,ACTIVE,pure,,,,pure_auto_keep,True
191-480-384-050-156,apple,充電器,2016-10-21,DESIGN_RIGHT,ACTIVE,other,0,,,removed,False
192-314-093-329-520,apple,Transformerless AC Line Isolator,2016-11-10,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
196-129-016-854-031,apple,POWER SAVING APPLICATION UPDATE IN PORTABLE ELECTRONIC DEVICE,2016-10-27,PATENT_APPLICATION,PENDING,dual_purpose,1,7,"CN, EP, JP, KR, TW, US, WO",filtered_keep,True
006-083-202-543-797,apple,IMMER EINGESCHALTETE AUDIOSTEUERUNG FÜR MOBILE VORRICHTUNG,2016-09-21,PATENT_APPLICATION,ACTIVE,dual_purpose,1,8,"AU, CN, EP, JP, KR, TW, US, WO",filtered_keep,True
008-698-216-118-998,apple,REFERENCE VOLTAGE CALIBRATION USING A QUALIFIED WEIGHTED AVERAGE,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
012-941-358-286-26X,apple,BATTERY CAN,2016-10-06,PATENT_APPLICATION,PENDING,other,0,,,removed,False
031-228-667-359-181,apple,BATTERY CAN,2016-10-06,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
036-379-395-576-341,apple,SHUNT INTEGRATED VOLTAGE REGULATOR,2016-10-04,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
036-827-499-816-414,apple,DYNAMISCHE SPANNUNGSRESERVERÜCKGEWINNUNG,2016-10-12,PATENT_APPLICATION,ACTIVE,dual_purpose,1,6,"CN, EP, KR, TW, US, WO",filtered_keep,True
039-337-679-793-106,apple,Parallel geschalteter integrierter Spannungsregler,2016-10-13,PATENT_APPLICATION,PENDING,other,0,,,removed,False
042-049-328-885-801,apple,Under Voltage Detection and Performance Throttling,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
046-100-037-513-350,apple,METHODS AND APPARATUS FOR CORRECTING ERROR EVENTS ASSOCIATED WITH IDENTITY PROVISIONING,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
051-732-730-927-507,apple,Mapping application with 3d presentation,2016-09-21,GRANTED_PATENT,ACTIVE,other,0,,,removed,False
060-834-741-029-247,apple,Electronic device with signal line routing to minimize vibrations,2016-10-04,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
062-406-392-517-438,apple,Managing power consumption of transmission circuitry in a wireless communication device,2016-10-04,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
064-227-085-643-10X,apple,AMBIENT LIGHT SENSING THROUGH THE HUMAN BODY,2016-09-29,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
064-783-323-532-446,apple,Power consumption reduction for cellular broadcast,2016-10-11,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
078-205-009-190-162,apple,Resonant-recovery power reduction techniques for pulse generation,2016-09-27,GRANTED_PATENT,INACTIVE,other,0,,,removed,False
081-111-984-137-94X,apple,DYNAMIC VOLTAGE MARGIN RECOVERY,2016-09-21,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
085-139-263-423-794,apple,PROXIMITY AND MULTI-TOUCH SENSOR DETECTION AND DEMODULATION,2016-09-29,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
085-492-093-617-98X,apple,ELECTRONIC DISPLAY TELECINE PULLDOWN SYSTEMS AND METHODS,2016-09-22,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
090-983-672-729-836,apple,Power converter system with synchronous rectifier output stage and reduced no-load power consumption,2016-10-18,GRANTED_PATENT,ACTIVE,other,3,1,US,removed,False
091-999-687-133-974,apple,SYSTEM POWER MANAGEMENT USING COMMUNICATION BUS PROTOCOLS,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
093-318-689-525-329,apple,Distributed Computing in a Wireless Communication System,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
094-780-694-093-889,apple,Dynamic adjustment of mobile device based on adaptive prediction of system events,2016-10-11,GRANTED_PATENT,ACTIVE,dual_purpose,1,1,US,removed,False
095-519-865-598-089,apple,Frame Transmission Scheme Modification,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
100-835-958-471-806,apple,SYSTEM AND METHOD FOR SOC IDLE POWER STATE CONTROL BASED ON I/O OPERATION CHARACTERIZATION,2016-09-22,SEARCH_REPORT,PENDING,dual_purpose,1,6,"CN, JP, KR, TW, US, WO",filtered_keep,True
109-050-455-835-29X,apple,HYSTERETIC-MODE PULSE FREQUENCY MODULATED (HM-PFM) RESONANT AC TO DC CONVERTER,2016-10-06,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
112-017-849-805-724,apple,Virtual camera for 3D maps,2016-09-22,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
114-549-498-720-867,apple,DYNAMIC VOLTAGE MARGIN RECOVERY,2016-10-05,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
115-187-751-787-725,apple,VERFAHREN UND GERÄT ZUR OPTIMIERUNG VON PAGING-MECHANISMUS MITTELS GERÄTEKONTEXTINFORMATION,2016-10-05,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
120-275-340-262-677,apple,Boost converter with a pulse frequency modulation mode and a backlight driver chip incorporating a phase lock loop with ,2016-10-11,GRANTED_PATENT,INACTIVE,other,0,,,removed,False
120-987-515-382-343,apple,Thermal mitigation using selective task modulation,2016-10-11,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
121-372-815-427-967,apple,LOCATION-BASED DEVICE AUTOMATION,2016-09-29,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
125-883-165-327-71X,apple,Management of near field communications using low power modes of an electronic device,2016-10-11,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
133-619-287-200-140,apple,Processor including multiple dissimilar processor cores,2016-10-11,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
134-323-318-405-776,apple,Spekulatives Vorab-Holen von in einem Flash-Speicher gespeicherten Daten,2016-09-29,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
140-122-145-798-159,apple,UNDER VOLTAGE DETECTION AND PERFORMANCE THROTTLING,2016-10-06,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
143-333-570-752-732,apple,Intelligent caching for an operand cache,2016-10-04,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
150-631-024-992-631,apple,Scoring beacon messages for mobile device wake-up,2016-09-27,GRANTED_PATENT,ACTIVE,dual_purpose,2,4,"CN, EP, US, WO",filtered_keep,True
157-380-940-040-776,apple,Dynamic adjustment of mobile device based on system events,2016-10-11,GRANTED_PATENT,ACTIVE,dual_purpose,1,1,US,removed,False
158-889-076-124-78X,apple,CHARGER,2016-10-03,DESIGN_RIGHT,ACTIVE,other,0,,,removed,False
160-171-600-512-519,apple,"Method and device to manage thermal porfile of device, and related non-transitory machine-readable medium",2016-10-01,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
169-857-506-943-148,apple,"DEVICE, METHOD AND GRAPHICAL USER INTERFACE FOR MANAGING FOLDERS",2016-09-29,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
172-953-864-554-319,apple,FRAME TRANSMISSION SCHEME MODIFICATION,2016-10-06,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
174-781-236-022-324,apple,CHARGER,2016-10-03,DESIGN_RIGHT,ACTIVE,other,0,,,removed,False
181-345-326-217-582,apple,Synchronization of devices in a peer-to-peer network environment,2016-10-18,GRANTED_PATENT,ACTIVE,dual_purpose,6,1,US,removed,False
185-156-103-978-061,apple,"Systems and methods for displaying, in a user interface, an energy utilization metric, a wake count, and a total amount ",2016-10-18,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
195-769-730-321-549,apple,BATTERY PACK WITH CELLS OF DIFFERENT CAPACITIES,2016-09-23,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
196-700-697-896-623,apple,METHODS AND APPARATUS FOR CORRECTING ERROR EVENTS ASSOCIATED WITH IDENTITY PROVISIONING,2016-10-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
012-679-291-581-81X,apple,HARQ-ACK HANDLING FOR UNINTENDED DOWNLINK SUB-FRAMES,2016-09-08,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
013-961-237-236-56X,apple,Unified high power and low power battery charger,2016-09-13,GRANTED_PATENT,ACTIVE,other,1,3,"CN, EP, US",filtered_keep,True
014-335-450-415-784,apple,Dual-SIM Network Selection Techniques,2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
015-468-846-309-246,apple,COOPERATIVE POWER SAVINGS AMONG MOBILE COMPUTING DEVICES,2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
017-031-243-388-775,apple,Bag,2016-09-15,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
018-194-336-881-123,apple,Graphene heat dissipators in portable electronic devices,2016-09-13,GRANTED_PATENT,ACTIVE,other,0,,,removed,False
023-399-994-752-374,apple,Flexible display panel with bent substrate,2016-09-16,PATENT_OF_ADDITION,INACTIVE,pure,,,,pure_auto_keep,True
031-191-633-987-386,apple,propaganda e descoberta de serviço eficiente em um ambiente de rede ponto-a-ponto com períodos dinâmicos de propaganda e,2016-09-13,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
037-907-147-161-764,apple,Method for regulating power in an electronic device and power distribution system,2016-09-01,PATENT_OF_ADDITION,ACTIVE,dual_purpose,0,,,removed,False
038-980-910-546-498,apple,METHODS AND APPARATUS FOR INTERFERENCE COORDINATED TRANSMISSION AND RECEPTION IN WIRELESS NETWORKS,2016-09-06,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
042-131-682-016-150,apple,VIRTUAL ASSISTANT CONTINUITY,2016-09-15,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
056-323-037-075-97X,apple,Methods and Apparatus for Providing Selective Access to Wireless Network Resources Using Detailed Information,2016-09-01,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
064-212-895-618-545,apple,Controlling a power state of a cellular packet data subsystem in a portable electronic device,2016-09-20,GRANTED_PATENT,ACTIVE,dual_purpose,1,1,US,removed,False
067-740-459-687-251,apple,"High voltage, high volumetric energy density li-ion battery using advanced cathode materials",2016-09-11,GRANTED_PATENT,ACTIVE,other,1,9,"AU, CN, EP, HK, JP, KR, TW, US, WO",filtered_keep,True
070-105-406-095-055,apple,CLOUD SUPPORT FOR DISCOVERY AND DATA TRANSFER FOR MOBILE CLIENT DEVICES,2016-09-15,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
072-128-959-738-641,apple,FLEXIBLE DISPLAYS WITH STRENGTHENED PAD AREA,2016-09-06,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
073-964-299-637-991,apple,Connector-free magnetic charger/winder,2016-09-20,GRANTED_PATENT,ACTIVE,other,0,,,removed,False
086-183-296-045-886,apple,DESIGN AND CONSTRUCTION OF NON-RECTANGULAR BATTERIES,2016-09-02,PATENT_APPLICATION,PENDING,other,0,,,removed,False
102-419-349-237-934,apple,DETERMINING ROUTING OF PROXY TRAFFIC BETWEEN MOBILE CLIENT AND PROXY DEVICES,2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
104-958-922-199-383,apple,Shunt integrated voltage regulator,2016-09-21,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
109-457-115-039-937,apple,COMMUNICATION STATE TRANSITIONING CONTROL,2016-09-15,GRANTED_PATENT,ACTIVE,other,0,,,removed,False
110-387-240-868-632,apple,ACCESSORY DEVICE WHICH TRANSITIONS BETWEEN AN AUTONOMOUS MODE AND A COMPANION DEVICE RELAY MODE FOR CELLULAR COMMUNICATI,2016-09-15,PATENT_APPLICATION,PENDING,dual_purpose,1,5,"CN, EP, KR, US, WO",filtered_keep,True
110-552-020-312-364,apple,Dynamic adjustment of mobile device based on thermal conditions,2016-09-16,PATENT_OF_ADDITION,INACTIVE,dual_purpose,0,,,removed,False
113-061-688-851-133,apple,Dual-SIM network selection techniques,2016-09-14,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
114-294-934-669-550,apple,Thermal mitigation using selective I/O throttling,2016-09-06,GRANTED_PATENT,ACTIVE,dual_purpose,1,3,"TW, US, WO",filtered_keep,True
116-159-344-493-904,apple,Processor including multiple dissimilar processor cores that implement different portions of instruction set architectur,2016-09-01,PATENT_OF_ADDITION,ACTIVE,dual_purpose,0,,,removed,False
116-211-957-151-03X,apple,SYSTEM AND METHOD FOR SIMPLIFIED DATA TRANSFER,2016-09-06,GRANTED_PATENT,INACTIVE,other,0,,,removed,False
122-919-594-394-964,apple,"Apparatus, System, and Method for Toggling Carrier Aggregation",2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
125-257-769-022-695,apple,SPECULATIVE PREFETCHING OF DATA STORED IN FLASH MEMORY,2016-09-05,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
133-680-561-511-009,apple,VIRTUAL ASSISTANT CONTINUITY,2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
134-759-886-565-484,apple,DETERMINING ROUTING OF PROXY TRAFFIC BETWEEN MOBILE CLIENT AND PROXY DEVICES,2016-09-15,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
135-173-564-351-959,apple,Displays with Shared Flexible Substrates,2016-09-01,PATENT_APPLICATION,ACTIVE,pure,,,,pure_auto_keep,True
141-953-834-311-258,apple,Distributed computing in a wireless communication system,2016-09-13,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
147-416-110-810-961,apple,SEAMLESS VIDEO TRANSITIONS,2016-09-15,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
147-527-723-709-85X,apple,User equipment assistance information signaling in a wireless network,2016-09-15,GRANTED_PATENT,ACTIVE,dual_purpose,3,20,"AU, BE, BR, CA, CN, EP, ES, FI, FR, IT, JP, KR, MX, MY, NL, RU, SE, TW, US, WO",filtered_keep,True
152-687-144-889-140,apple,Coil constructions for improved inductive energy transfer,2016-09-20,GRANTED_PATENT,ACTIVE,other,3,5,"CN, DE, JP, US, WO",filtered_keep,True
153-253-821-239-451,apple,METHODS AND APPARATUS FOR OPTIMIZING PAGING MECHANISMS USING DEVICE CONTEXT INFORMATION,2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
153-755-068-030-956,apple,Accessory Device Which Transitions Between an Autonomous Mode and a Companion Device Relay Mode for Cellular Communicati,2016-09-08,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
155-052-766-885-224,apple,SELECTIVE GPU THROTTLING,2016-09-01,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
160-101-462-743-20X,apple,Method for regulating power in an electronic device and power distribution system,2016-09-01,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
167-301-826-056-242,apple,Providing navigation instructions while device is in locked mode,2016-09-01,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
172-269-349-907-035,apple,esquema de distribuição de interrupções,2016-09-13,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
176-157-530-085-581,apple,WI-FI PROCESS,2016-09-15,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
181-764-874-891-910,apple,Control signaling optimization for LTE communications,2016-09-13,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
190-528-569-828-343,apple,ESTABLISHING A BLUETOOTH CLASSIC CONNECTION USING AN EXISTING BLUETOOTH LOW ENERGY CONNECTION,2016-09-08,PATENT_APPLICATION,INACTIVE,dual_purpose,0,,,removed,False
195-315-773-243-353,apple,Reducing power consumption in voice over LTE terminals using semi persistent scheduling in connected discontinuous recep,2016-09-13,GRANTED_PATENT,ACTIVE,dual_purpose,5,6,"CN, EP, JP, KR, US, WO",filtered_keep,True
197-128-806-065-063,apple,Thin-film transistor liquid-crystal display with variable frame frequency,2016-09-13,GRANTED_PATENT,ACTIVE,dual_purpose,4,1,US,removed,False
000-852-119-113-943,apple,DEVICE SYNCHRONIZATION OVER BLUETOOTH,2016-08-11,GRANTED_PATENT,INACTIVE,dual_purpose,0,,,removed,False
001-034-593-636-997,apple,User Equipment with Improved Tune-Away Performance During Measurement,2016-08-04,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
007-758-965-951-229,apple,"DEVICE, METHOD, AND GRAPHICAL USER INTERFACE FOR ESTABLISHING A RELATIONSHIP AND CONNECTION BETWEEN TWO DEVICES",2016-08-11,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
011-201-057-429-749,apple,VERZÖGERTE UND GEBÜNDELTE NEUÜBERTRAGUNGEN FÜR ANWENDUNGEN MIT GERINGER BANDBREITE,2016-08-10,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
011-929-991-293-627,apple,VERRINGERUNG EINES STROMVERBRAUCHS DURCH VERRINGERTE MESSFREQUENZ,2016-08-17,SEARCH_REPORT,ACTIVE,dual_purpose,1,7,"CN, EP, JP, KR, TW, US, WO",filtered_keep,True
016-041-611-617-598,apple,Rotation operations in a mapping application,2016-08-11,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
021-252-049-413-985,apple,Method and apparatus for power management and related integrated circuit,2016-08-21,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
026-951-297-628-840,apple,Method to manage current during clock frequency changes,2016-08-09,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
033-707-780-489-448,apple,"DEVICE, METHOD, AND GRAPHICAL USER INTERFACE FOR NAVIGATING USER INTERFACE HIERARCHIES",2016-08-12,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
041-388-275-675-869,apple,METHODS AND APPARATUS FOR POWER SAVING IN ADAPTIVE NEIGHBOR CELL SEARCH DURATION DURING DISCONTINUOUS RECEPTION,2016-08-25,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
043-603-317-156-656,apple,Method for communication across voltage domains,2016-08-16,PATENT_OF_ADDITION,ACTIVE,dual_purpose,0,,,removed,False
044-916-601-111-985,apple,Repackaging Demographic Data with Anonymous Identifier,2016-09-01,PATENT_APPLICATION,ACTIVE,other,0,,,removed,False
049-338-556-475-017,apple,Electronic device with adaptive proximity sensor threshold,2016-08-09,GRANTED_PATENT,ACTIVE,dual_purpose,0,,,removed,False
050-085-519-039-577,apple,SOLID STATE DRIVE WITH SELF-REFRESH POWER SAVING MODE,2016-08-11,PATENT_APPLICATION,ACTIVE,dual_purpose,0,,,removed,False
053-572-841-781-54X,apple,Method for simultaneously receiving LTE and 1X in SRLTE device,2016-08-23,GRANTED_PATENT,ACTIVE,dual_purpose,4,6,"CN, DE, JP, TW, US, WO",filtered_keep,True
053-861-578-383-114,apple,Method for communication across voltage domains,2016-08-09,GRANTED_PATENT,ACTIVE,dual_purpose,1,6,"CN, DE, KR, TW, US, WO",filtered_keep,True
056-563-760-271-665,apple,Double anodizing processes,2016-08-16,GRANTED_PATENT,ACTIVE,dual_purpose,5,7,"AU, CN, HK, JP, KR, US, WO",filtered_keep,True
058-979-499-151-628,apple,SYSTEM AND METHOD FOR SOC IDLE POWER STATE CONTROL BASED ON I/O OPERATION CHARACTERIZATION,2016-08-04,PATENT_APPLICATION,PENDING,dual_purpose,0,,,removed,False
