lens_id,company,year,title,abstract,cpc_climate_codes,n_climate_codes,abstract_clean,topic
194-658-083-294-67X,Apple,2018,Methods for determining and controlling battery expansion,"Methods for determining and controlling battery expansion. Methods and systems for detecting and compensating for expansion of rechargeable batteries over time. An expansion detector may be coupled to or positioned proximate a rechargeable battery to monitor for expansion thereof. After expansion exceeding a selected threshold is detected, the expansion detector may report the expansion to an associated processing unit. The processing unit may undertake to arrest further rechargeable battery expansion by modifying or changing one or more characteristics of charging and/or discharging circuitry coupled to the rechargeable battery. For example, the processing unit may charge the rechargeable battery at a lower rate or with reduced voltage after detecting expansion",Y02E60/10,1,"Methods for determining and controlling battery expansion. for detecting and compensating for expansion of rechargeable batteries over time. An expansion detector coupled to or positioned proximate a rechargeable battery to monitor for expansion . After expansion exceeding a selected threshold is detected, the expansion detector may report the expansion to an associated processing unit. The processing unit may undertake to arrest further rechargeable battery expansion by modifying or changing one or more characteristics of charging and/or discharging circuitry coupled to the rechargeable battery. For example, the processing unit may charge the rechargeable battery at a lower rate or with reduced voltage after detecting expansion",8
111-389-001-362-154,Apple,2015,Coordination of self-optimization operations in a self organizing network,"Coordination of self-optimization operations in a self organizing network. Embodiments of the present disclosure describe device, methods, computer-readable media and system configurations for coordinating a plurality of self-optimization operations, such as an energy-saving management operation and a capacity and coverage optimization operation, to reduce conflicts between changes to configuration parameters of a wireless network access node caused by the self-optimization operations. Other embodiments may be described and/or claimed",Y02D30/70; Y02D30/70; Y02D30/70,3,"Coordination of self-optimization operations in a self organizing network. Embodiments of the describe device, methods, computer-readable media and system configurations for coordinating self-optimization operations, such as an energy-saving management operation and a capacity and coverage optimization operation, to reduce conflicts between changes to configuration parameters of a wireless network access node caused by the self-optimization operations. Other embodiments described and/or claimed",22
039-112-021-464-704,Apple,2022,Isolated Discontinuous Current Mode and Boundary Current Mode Buck Converters,"Isolated Discontinuous Current Mode and Boundary Current Mode Buck Converters. Isolated buck converters can be an efficient solution in applications that deal with wide variations in input and/or output voltage. The double ended embodiments of such converters can also offer improved transformer utilization. Such converters can be operated in fixed frequency DCM mode operation or variable frequency boundary conduction mode (BCM). The buck/energy storage inductor may be placed in series with primary or secondary winding of the isolation transformer The inherent leakage inductance of the isolation transformer may also utilized as part of the buck inductance. If the leakage inductance of the isolation transformer is sufficiently high (such as in wireless power transfer applications), such converters can use the leakage inductance as the buck inductor",Y02B70/10,1,"Isolated Discontinuous Current Mode and Boundary Current Mode Buck Converters. Isolated buck converters an efficient solution in applications that deal with wide variations in input and/or output voltage. The double ended embodiments of such converters can also offer improved transformer utilization. Such converters operated in fixed frequency DCM mode operation or variable frequency boundary conduction mode (BCM). The buck/energy storage inductor placed in series with primary or secondary winding of the isolation transformer The inherent leakage inductance of the isolation transformer may also utilized as part of the buck inductance. If the leakage inductance of the isolation transformer is sufficiently high (such as in wireless power transfer applications), such converters can use the leakage inductance as the buck inductor",5
072-663-151-384-515,Apple,2020,Power supply with current limit on individual conductors,"Power supply with current limit on individual conductors. Circuits, methods, and apparatus that may provide power supply voltages in a safe and reliable manner that meets safety and regulatory concerns and does not exceed physical limitations of cables and other circuits and components used to provide the power supply voltages. One example may provide a cable having a sufficient number of conductors to provide power without exceeding a maximum current density for the conductors. Another example may provide a cable having more than the sufficient number of conductors in order to provide an amount of redundancy. Current sense circuits may be included for one or more conductors. When an excess current is sensed, a power source in the power supply may be shut down, the power source may be disconnected from one or more conductors, or both events may occur",Y02B90/20; Y04S20/00,2,"Power supply with current limit on individual conductors. Circuits, methods, and apparatus that may provide power supply voltages in a safe and reliable manner that meets safety and regulatory concerns and does not exceed physical limitations of cables and other circuits and components used to provide the power supply voltages. One example may provide a cable having a sufficient number of conductors to provide power without exceeding a maximum current density for the conductors. Another example may provide a cable having more than the sufficient number of conductors in order to provide an amount of redundancy. Current sense circuits included for one or more conductors. When an excess current is sensed, a power source in the power supply shut down, the power source disconnected from one or more conductors, or both events may occur",-1
134-582-965-360-507,Apple,2021,Electronic display power management systems and methods,"Electronic display power management systems and methods. An electronic device may include a display panel to display images based on corresponding image data and an image source to pre-render a flip-book including a first image frame for display at a first target presentation time and a second image frame for display at a second target presentation time. The electronic device may also include a display pipeline coupled between the display panel and the image source having image data processing circuitry to process image data for display. The electronic device may also include a controller to instruct the display pipeline to process image data, to determine a power-on time based on a target presentation time, and to instruct the display pipeline to power-gate the image data processing circuitry upon completion of the processing of image data and until the power-on time is reached",Y02D10/00; Y02D10/00,2,"Electronic display power management . An electronic device a display panel to display images based on corresponding image data and an image source to pre-render a flip-book including a first image frame for display at a first target presentation time and a second image frame for display at a second target presentation time. The electronic device may also include a display pipeline coupled between the display panel and the image source having image data processing circuitry to process image data for display. The electronic device may also include a controller to instruct the display pipeline to process image data, to determine a power-on time based on a target presentation time, and to instruct the display pipeline to power-gate the image data processing circuitry upon completion of the processing of image data and until the power-on time is reached",27
045-730-108-033-152,Apple,2016,Dynamic configuration of inactivity timeouts for data radio bearers,"Dynamic configuration of inactivity timeouts for data radio bearers. Method and apparatus for dynamic configuration of an inactivity timeout period for a data radio bearer used to transport data for a data service between a wireless communication device and a wireless network is provided. The method includes formatting a message including information related to the data service. The method further includes sending the message from the wireless communication device to the wireless network that is attendant to establishment of the data radio bearer for the data service. The method additionally includes receiving, at the wireless communication device, an assignment of the data service to the data radio bearer. The data radio bearer can have a customized inactivity timeout period defined by the wireless network based at least in part on the information in the message provided by the wireless communication device. The method also includes sending data for the data service over the data radio bearer",Y02D30/70; Y02D30/70,2,"Dynamic configuration of inactivity timeouts for data radio bearers. for dynamic configuration of an inactivity timeout period for a data radio bearer used to transport data for a data service between a wireless communication device and a wireless network is provided. formatting a message including information related to the data service. sending the message from the wireless communication device to the wireless network that is attendant to establishment of the data radio bearer for the data service. The method additionally includes receiving, at the wireless communication device, an assignment of the data service to the data radio bearer. The data radio bearer can have a customized inactivity timeout period defined by the wireless network based at least in part on the information in the message provided by the wireless communication device. The method also includes sending data for the data service over the data radio bearer",-1
127-098-406-590-762,Apple,2022,Fast active clamp for power converters,"Fast active clamp for power converters. A switching system can include a main switching device configured to switch a voltage, a gate driver having an output coupled to a drive terminal of the main switching device and configured to deliver a drive signal to the main switching device, and a clamp circuit. The clamp circuit can be coupled to the drive terminal of the main switching device. The clamp circuit can include a logic gate configured to drive a clamp switching device coupled to and configured to clamp a voltage at the drive terminal of the main switching device. A drive signal of the clamp switching device can be substantially complementary to the main switching device drive signal. The logic gate can provide at least a portion of a delay between switching transitions of the main switching device and switching transitions of the clamp switching device",Y02B70/10,1,"Fast active clamp for power converters. A switching system can include a main switching device switch a voltage, a gate driver having an output coupled to a drive terminal of the main switching device and deliver a drive signal to the main switching device, and a clamp circuit. The clamp circuit coupled to the drive terminal of the main switching device. The clamp circuit can include a logic gate drive a clamp switching device coupled to and clamp a voltage at the drive terminal of the main switching device. A drive signal of the clamp switching device substantially complementary to the main switching device drive signal. The logic gate can provide at least a portion of a delay between switching transitions of the main switching device and switching transitions of the clamp switching device",5
168-881-794-863-882,Apple,2022,Wideband transmission with narrowband monitoring for new radio unlicensed spectrum (NRU),"Wideband transmission with narrowband monitoring for new radio unlicensed spectrum (NRU). A device may wirelessly communicate according to a first radio access technology (RAT) within a first bandwidth part (BWP) of a frequency spectrum in which wireless communications according to other RAT(s) also take place. The device may be instructed to operate/communicate within a second BWP of the frequency spectrum responsive to the device successfully completing a listen-before-talk (LBT) procedure within a specified portion of the second BWP, where the second BWP contains the first BWP while the first BWP does not contain the specified portion of the second BWP. The device may also be instructed to operate/communicate within a specified frequency band (SFB) of the frequency spectrum responsive to the device successfully completing an LBT procedure within the SFB, where the SFB is not contiguous with the frequency band that includes the first BWP. The device may then simultaneously operate within the second frequency band and the first frequency band",Y02D30/70,1,"Wideband transmission with narrowband monitoring for new radio unlicensed spectrum (NRU). A device may wirelessly communicate according to a first radio access technology (RAT) within a first bandwidth part (BWP) of a frequency spectrum in which wireless communications according to other RAT(s) also take place. The device instructed to operate/communicate within a second BWP of the frequency spectrum responsive to the device successfully completing a listen-before-talk (LBT) procedure within a specified portion of the second BWP, where the second BWP contains the first BWP while the first BWP does not contain the specified portion of the second BWP. The device may also be instructed to operate/communicate within a specified frequency band (SFB) of the frequency spectrum responsive to the device successfully completing an LBT procedure within the SFB, where the SFB is not contiguous with the frequency band that includes the first BWP. The device may then simultaneously operate within the second frequency band and the first frequency band",-1
156-314-977-673-508,Apple,2022,Radio access technology prioritization,Radio access technology prioritization. The invention relates to radio access technology prioritization. Techniques are provided for determining radio access technologies to prioritize when obtaining cellular services in a wireless communication system. A wireless device may determine whether to deprioritize cellular service using a radio access technology. It may be determined whether to deprioritize cellular service using the RAT based at least in part on one or more cellular network characteristics. A wireless device may establish a wireless link with a cellular base station. The wireless link may be established with the cellular base station based at least in part on a determination whether to deprioritize cellular services using the radio access technology,Y02D30/70,1,Radio access technology prioritization. The invention relates to radio access technology prioritization. Techniques are provided for determining radio access technologies to prioritize when obtaining cellular services in a wireless communication system. A wireless device may determine whether to deprioritize cellular service using a radio access technology. It determined whether to deprioritize cellular service using the RAT based at least in part on one or more cellular network characteristics. A wireless device may establish a wireless link with a cellular base station. The wireless link established with the cellular base station based at least in part on a determination whether to deprioritize cellular services using the radio access technology,0
076-136-227-929-704,Apple,2022,Selection of a shared channel based on a channel occupancy measurement,"Selection of a shared channel based on a channel occupancy measurement. Some aspects of this disclosure relate to apparatuses and methods for implementing techniques for a first wireless device to select a channel to a second wireless device among a set of channels to the second wireless device shared by a set of wireless devices of the wireless network, and further transmit data to the second wireless device over the selected channel. The first wireless device can perform a measurement to determine a channel occupancy during a measurement period for a channel, wherein the measurement period includes a plurality of periodic transmission durations. The first wireless device can select a channel that is less occupied indicated by the channel occupancy of the channel. The first wireless device can further transmit data to the second wireless device over the selected channel in a transmission period after the measurement period",Y02D30/70,1,"Selection of a shared channel based on a channel occupancy measurement. Some aspects of this disclosure relate to apparatuses and methods for implementing techniques for a first wireless device to select a channel to a second wireless device among a set of channels to the second wireless device shared by a set of wireless devices of the wireless network, and further transmit data to the second wireless device over the selected channel. The first wireless device can perform a measurement to determine a channel occupancy during a measurement period for a channel, the measurement period includes periodic transmission durations. The first wireless device can select a channel that is less occupied indicated by the channel occupancy of the channel. The first wireless device can further transmit data to the second wireless device over the selected channel in a transmission period after the measurement period",-1
067-694-095-709-661,Apple,2022,Wireless device power saving for multi-TRP transmissions,"Wireless device power saving for multi-TRP transmissions. Apparatuses, systems, and methods for performing multi-TRP transmissions using techniques for reducing wireless device power consumption. A wireless device may select a downlink signal buffering method for a communication slot. The downlink signal buffering method may be selected from a single antenna panel signal buffering method or a multi-antenna panel signal buffering method. One or more beams for which to perform downlink signal buffering for the communication slot may be selected based at least in part on the downlink signal buffering method selected. Downlink signals may be received from one or more cellular base stations during the communication slot using the selected one or more beams. The downlink signals received using the selected one or more beams may be buffered by the wireless device",Y02D30/70,1,"Wireless device power saving for multi-TRP transmissions. Apparatuses, systems, and methods for performing multi-TRP transmissions using techniques for reducing wireless device power consumption. A wireless device may select a downlink signal buffering method for a communication slot. The downlink signal buffering method selected from a single antenna panel signal buffering method or a multi-antenna panel signal buffering method. One or more beams for which to perform downlink signal buffering for the communication slot selected based at least in part on the downlink signal buffering method selected. Downlink signals received from one or more cellular base stations during the communication slot using the selected one or more beams. The downlink signals received using the selected one or more beams buffered by the wireless device",0
096-705-444-680-784,Apple,2022,Coherent power management system for managing clients of varying power usage adaptability,"Coherent power management system for managing clients of varying power usage adaptability. Systems and methods are disclosed for allocating and distributing power management budgets for subsystems (e.g., power usage clients) of a computer system. A power budget allocation subsystem may include a plurality of feedback branches having different associated time constants. Power usage clients with slower power response times may be provided power budgets based on a feedback branch having an associated longer time constant, while power usage clients with faster power response times may be provided with power budgets based on a feedback branch having an associated shorter time constant. The power budgets may be determined in the feedback branches based on power budgeting policies weighting the power budget of each subsystem relative to total power mitigation",Y02D10/00,1,"Coherent power management system for managing clients of varying power usage adaptability. are disclosed for allocating and distributing power management budgets for subsystems (e.g., power usage clients) of a computer system. A power budget allocation subsystem feedback branches having different associated time constants. Power usage clients with slower power response times provided power budgets based on a feedback branch having an associated longer time constant, while power usage clients with faster power response times provided with power budgets based on a feedback branch having an associated shorter time constant. The power budgets determined in the feedback branches based on power budgeting policies weighting the power budget of each subsystem relative to total power mitigation",-1
003-415-311-431-857,Apple,2015,Method and apparatus for coordination of self-optimization functions in a wireless network,Method and apparatus for coordination of self-optimization functions in a wireless network. A network management device and method for coordination of self- optimization functions in a wireless network. A network management device for coordination of self-optimization functions includes one or more processors and an interface. The interface communicates with a plurality of enhanced node Bs (eNodeBs). The interface is arranged to receive a request to change a coverage or a capacity of an enhanced node B (eNodeB). The interface is further arranged to transmit a query to the eNodeB to obtain a self-optimizing network (SON) coordination state of the eNodeB. The one or more processors are arranged to determine whether to grant or deny the request based on a coordination policy and the SON coordination state,Y02D30/70; Y02D30/70,2,for coordination of self-optimization functions in a wireless network. A network management device and method for coordination of self- optimization functions in a wireless network. A network management device for coordination of self-optimization functions includes and an interface. The interface communicates with enhanced node Bs (eNodeBs). The interface is arranged to receive a request to change a coverage or a capacity of an enhanced node B (eNodeB). The interface is further arranged to transmit a query to the eNodeB to obtain a self-optimizing network (SON) coordination state of the eNodeB. The are arranged to determine whether to grant or deny the request based on a coordination policy and the SON coordination state,22
045-949-107-717-014,Apple,2021,IoT goes unlicensed,"IoT goes unlicensed. Machines or networked devices such as internet of things (IoT) devices operate to generate an unlicensed narrowband (U-NB) IoT communication based on time domain multiple carrier aggregation operations with component carriers. These component carriers can comprise a component carrier that is anchored to a long term evolution (LTE) licensed band, or entirely comprise unlicensed carrier components that are unanchored to the LTE component carrier in a standalone configuration. Communication circuitry such as a radio frequency interface can transmit the U-NB IoT communication in standalone communications over a low power IoT network in an unlicensed band",Y02D30/70,1,"IoT goes unlicensed. Machines or networked devices such as internet of things (IoT) devices operate to generate an unlicensed narrowband (U-NB) IoT communication based on time domain multiple carrier aggregation operations with component carriers. These component carriers can comprise a component carrier that is anchored to a long term evolution (LTE) licensed band, or entirely comprise unlicensed carrier components that are unanchored to the LTE component carrier in a standalone configuration. Communication circuitry such as a radio frequency interface can transmit the U-NB IoT communication in standalone communications over a low power IoT network in an unlicensed band",0
177-146-770-958-68X,Apple,2022,Power-efficient body proximity sensing for mmWave systems,"Power-efficient body proximity sensing for mmWave systems. A user equipment (UE), or other network component can operate to generate new radio (NR) communications in millimeter wave (mmW) frequencies. Body proximity sensing (BPS) operations can be performed to determine whether a maximum permissible exposure (MPE) event is triggered. A safe transmit power level associated with the one or more bands can then be used to provide the NR communications. Additionally, determinations of whether various conditions are satisfied to suspend the BPS operations for a period can be evaluated and implemented. The BPS can be configured such that a BPS period of the BPS operations are aligned with a discontinuous reception (DRX) cycle at a beginning of a DRX on-duration of a DRX cycle, wherein the one or more conditions comprise a DRX idle time or state",Y02D30/70,1,"Power-efficient body proximity sensing for mmWave systems. A user equipment (UE), or other network component can operate to generate new radio (NR) communications in millimeter wave (mmW) frequencies. Body proximity sensing (BPS) operations performed to determine whether a maximum permissible exposure (MPE) event is triggered. A safe transmit power level associated with the one or more bands can then be used to provide the NR communications. Additionally, determinations of whether various conditions are satisfied to suspend the BPS operations for a period evaluated and implemented. The BPS configured such that a BPS period of the BPS operations are aligned with a discontinuous reception (DRX) cycle at a beginning of a DRX on-duration of a DRX cycle, the one or more conditions comprise a DRX idle time or state",-1
176-536-936-122-338,Apple,2022,Three-switch power converter,"Three-switch power converter. A power converter can include a magnetic energy storage element, a main switch, a synchronous rectifier switch, and an energy recovery circuit. The energy recovery circuit can include a resonant circuit and an auxiliary switch configured to operate in conjunction with the main and synchronous rectifier switches to store energy in the resonant circuit and deliver energy therefrom to reduce switching losses associated with the main and synchronous rectifier switches. The converter can be a buck, boost, buck-boost, or other converter type. The auxiliary switch may be operated according to a two-pulse control mode or using a conventional buck converter controller with additional delay elements. The resonant circuit inductance may be a discrete inductor or a parasitic inductance, such as a PCB trace, which may be designed to provide a desired inductance value selected to efficiently provide sufficient energy to achieve reduced switching losses of the main and auxiliary switches",Y02B70/10,1,"Three-switch power converter. A power converter can include a magnetic energy storage element, a main switch, a synchronous rectifier switch, and an energy recovery circuit. The energy recovery circuit can include a resonant circuit and an auxiliary switch operate in conjunction with the main and synchronous rectifier switches to store energy in the resonant circuit and deliver energy therefrom to reduce switching losses associated with the main and synchronous rectifier switches. The converter a buck, boost, buck-boost, or other converter type. The auxiliary switch operated according to a two-pulse control mode or using a conventional buck converter controller with additional delay elements. The resonant circuit inductance a discrete inductor or a parasitic inductance, such as a PCB trace, which designed to provide a desired inductance value selected to efficiently provide sufficient energy to achieve reduced switching losses of the main and auxiliary switches",5
034-623-821-927-001,Apple,2021,"Method, system and apparatus of wireless local area network (WLAN) communication in conjunction with cellular communication","Method, system and apparatus of wireless local area network (WLAN) communication in conjunction with cellular communication. Some demonstrative embodiments include devices, systems and/or methods of Wireless-Local-Area-Network (WLAN) communication in conjunction with cellular communication. For example, an apparatus may include a wireless communication unit to receive WLAN load information indicating a load of at least one WLAN controlled by at least one access point (AP), and, based on the WLAN load information, to select between connecting to the AP and connecting to a cellular node",Y02B70/10,1,"Method, system and apparatus of wireless local area network (WLAN) communication in conjunction with cellular communication. Some demonstrative embodiments include devices, systems and/or methods of Wireless-Local-Area-Network (WLAN) communication in conjunction with cellular communication. For example, an apparatus a wireless communication unit to receive WLAN load information indicating a load of at least one WLAN controlled by at least one access point (AP), and, based on the WLAN load information, to select between connecting to the AP and connecting to a cellular node",-1
191-797-122-978-443,Apple,2019,Energy budgeted system recovery,"Energy budgeted system recovery. This disclosure relates to energy budgeted cellular service recovery techniques. A wireless device may determine one or more energy budgets for service recovery. It may be determined that cellular service loss is currently occurring. Cellular service recovery may be attempted, where service recovery scan timing for the attempt to recover cellular service is determined based at least in part on the one or more energy budgets for service recovery",Y02D30/70,1,"Energy budgeted system recovery. This disclosure relates to energy budgeted cellular service recovery techniques. A wireless device may determine one or more energy budgets for service recovery. It determined that cellular service loss is currently occurring. Cellular service recovery attempted, where service recovery scan timing for the attempt to recover cellular service is determined based at least in part on the one or more energy budgets for service recovery",0
036-990-946-847-846,Apple,2021,Serialization floors and deadline driven control for performance optimization of asymmetric multiprocessor systems,"Serialization floors and deadline driven control for performance optimization of asymmetric multiprocessor systems. Closed loop performance controllers of asymmetric multiprocessor systems may be configured and operated to improve performance and power efficiency of such systems by adjusting control effort parameters that determine the dynamic voltage and frequency state of the processors and coprocessors of the system in response to the workload. One example of such an arrangement includes applying hysteresis to the control effort parameter and/or seeding the control effort parameter so that the processor or coprocessor receives a returning workload in a higher performance state. Another example of such an arrangement includes deadline driven control, in which the control effort parameter for one or more processing agents may be increased in response to deadlines not being met for a workload and/or decreased in response to deadlines being met too far in advance. The performance increase/decrease may be determined by comparison of various performance metrics for each of the processing agents",Y02D10/00,1,"Serialization floors and deadline driven control for performance optimization of asymmetric multiprocessor systems. Closed loop performance controllers of asymmetric multiprocessor systems configured and operated to improve performance and power efficiency of such systems by adjusting control effort parameters that determine the dynamic voltage and frequency state of the processors and coprocessors of the system in response to the workload. One example of such an arrangement includes applying hysteresis to the control effort parameter and/or seeding the control effort parameter so that the processor or coprocessor receives a returning workload in a higher performance state. Another example of such an arrangement includes deadline driven control, in which the control effort parameter for one or more processing agents increased in response to deadlines not being met for a workload and/or decreased in response to deadlines being met too far in advance. The performance increase/decrease determined by comparison of various performance metrics for each of the processing agents",17
013-660-296-893-878,Apple,2022,Low latency beam alignment,"Low latency beam alignment. A user equipment (UE) establishes a connected discontinuous reception cycle including one or more onDurations with a currently camped base station. When the one or more onDurations is scheduled, the UE utilizes an active mode of processing and when the one or more onDurations are not scheduled the UE utilizes a sleep mode of inactivity. The UE receives an indication of a plurality of reference signals that are to be transmitted during a first onDuration, each reference signal is (i) to be included in a transmitter beam and (ii) associated with an uplink resource, receives a plurality of reference signals, each reference signal being associated with one of the transmitter beams, selects one of the plurality of transmitter beams based on measuring the included reference signal and transmits an indication of the selected one of the plurality of transmitter beams on the uplink resource associated with the included reference signal",Y02D30/70,1,"Low latency beam alignment. A user equipment (UE) establishes a connected discontinuous reception cycle including one or more onDurations with a currently camped base station. When the one or more onDurations is scheduled, the UE utilizes an active mode of processing and when the one or more onDurations are not scheduled the UE utilizes a sleep mode of inactivity. The UE receives an indication of reference signals that are to be transmitted during a first onDuration, each reference signal is (i) to be included in a transmitter beam and (ii) associated with an uplink resource, receives reference signals, each reference signal being associated with one of the transmitter beams, selects one of transmitter beams based on measuring the included reference signal and transmits an indication of the selected one of transmitter beams on the uplink resource associated with the included reference signal",0
099-363-010-072-804,Apple,2011,Light activated hold switch,"Light activated hold switch. An automatic hold switch is disclosed. The automatic hold switch provides a means for automatically switching a hold feature on and off. When the hold feature is on, one or more input devices of a portable electronic device are disabled or prevented from providing input signals. When the hold feature is off, one or more input devices of a portable electronic device are enabled or allowed to provide input signals. Because the user no longer has to manually control the hold feature, the number of actions that need to be taken by the user is reduced. In one example, the automatic hold switch is embodied with light sensors that detect when the device is in a dark environment and when the device is in a light environment. A dark environment indicates to the portable electronic device that the user wishes not to input and therefore the hold feature is turned on. A lighted environment indicates to the portable electronic device that the user wishes to input and therefore the hold feature is turned off",Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,4,"Light activated hold switch. An automatic hold switch is disclosed. The automatic hold switch provides a means for automatically switching a hold feature on and off. When the hold feature is on, one or more input devices of a portable electronic device are disabled or prevented from providing input signals. When the hold feature is off, one or more input devices of a portable electronic device are enabled or allowed to provide input signals. Because the user no longer has to manually control the hold feature, the number of actions that need to be taken by the user is reduced. In one example, the automatic hold switch is embodied with light sensors that detect when the device is in a dark environment and when the device is in a light environment. A dark environment indicates to the portable electronic device that the user wishes not to input and therefore the hold feature is turned on. A lighted environment indicates to the portable electronic device that the user wishes to input and therefore the hold feature is turned off",1
078-913-686-281-245,Apple,2022,Throughput and radio resource utilization for user equipment having multiple subscriber identity modules,"Throughput and radio resource utilization for user equipment having multiple subscriber identity modules. A user equipment (UE) includes first and second subscriber identity modules (SIMs), possibly subscribed to different carriers. When the first SIM is in a connected state and the second SIM is in an idle state, the UE may need to periodically tune away a radio from a first frequency used for communication under the first SIM to a second frequency used for idle mode activity under the second SIM. The UE may provide to the network of the first SIM the second SIMs traffic activity pattern and/or serving frequency so that the network may provide coordinated configuration and/or scheduling for the UE device, e.g., in order to make the action of tuning away (and tuning back) the radio more efficient and/or to decrease the network impact of such radio tune aways (e.g., to decrease wasted uplink scheduling and wasted downlink transmissions for the first SIM)",Y02D30/70,1,"Throughput and radio resource utilization for user equipment having multiple subscriber identity modules. A user equipment (UE) includes first and second subscriber identity modules (SIMs), possibly subscribed to different carriers. When the first SIM is in a connected state and the second SIM is in an idle state, the UE may need to periodically tune away a radio from a first frequency used for communication under the first SIM to a second frequency used for idle mode activity under the second SIM. The UE may provide to the network of the first SIM the second SIMs traffic activity pattern and/or serving frequency so that the network may provide coordinated configuration and/or scheduling for the UE device, e.g., in order to make the action of tuning away (and tuning back) the radio more efficient and/or to decrease the network impact of such radio tune aways (e.g., to decrease wasted uplink scheduling and wasted downlink transmissions for the first SIM)",0
110-130-360-018-612,Apple,2017,Techniques for reducing interference in communications using conducted RF links,"Techniques for reducing interference in communications using conducted RF links. The present techniques relate to reducing interference on conducted RF links by utilizing country information to determine where an electronic device is located, and using such information to select sub-bands or channels that are not available for wireless transmission to be used for transmission of signals via the conducted RF links. Because the conducted RF links operate on frequency bands that are different from the frequency bands used for wireless communications in a given country, there is less likelihood that wireless communications will create interference in the signals being transmitted via the conducted RF links",Y02D30/70; Y02D30/70,2,"Techniques for reducing interference in communications using conducted RF links. The present techniques relate to reducing interference on conducted RF links by utilizing country information to determine where an electronic device is located, and using such information to select sub-bands or channels that are not available for wireless transmission to be used for transmission of signals via the conducted RF links. Because the conducted RF links operate on frequency bands that are different from the frequency bands used for wireless communications in a given country, there is less likelihood that wireless communications will create interference in the signals being transmitted via the conducted RF links",-1
063-538-500-289-665,Apple,2020,Application session and enhancement for a wearable electronic device,"Application session and enhancement for a wearable electronic device. A wearable electronic device includes an application processor to execute applications on the device. A user interface for the application can be displayed on a display of the wearable device. Some applications executed on the wearable device are associated with an activity session, such as, for example, a turn-by-turn navigation session, an exercise session, a media playback session. For the duration of this session, such applications can be flagged for persistent display on the wearable device and will be displayed upon activation of the wearable device in place of the default application",Y02D10/00,1,"Application session and enhancement for a wearable electronic device. A wearable electronic device includes an application processor to execute applications on the device. A user interface for the application displayed on a display of the wearable device. Some applications executed on the wearable device are associated with an activity session, such as, for example, a turn-by-turn navigation session, an exercise session, a media playback session. For the duration of this session, such applications flagged for persistent display on the wearable device and will be displayed upon activation of the wearable device in place of the default application",1
166-566-474-572-08X,Apple,2022,Thread boost mode for carrier-sense multiple access/carrier aggregation (CSMA/CA),"Thread boost mode for carrier-sense multiple access/carrier aggregation (CSMA/CA). An approach is described for a wireless device comprising a transceiver and a processor communicatively coupled to the transceiver. The processor is configured to detect a packet for transmission; scan, using the transceiver, a channel during an initial sliding window, the initial sliding window having N symbol durations; determine a power distribution of the initial sliding window based on the channel scan; determine that the channel is occupied during a first time period of the initial sliding window based at least on the power distribution; and determine a second sliding window having a second time period and a third time period. The second time period overlaps with the initial sliding window and a length of the third time period is determined based at least on the power distribution. The processor is further configured to scan, using the transceiver, the channel during the third time period; determine that the channel is idle during the third time period of the second sliding window; and transmit, using the transceiver, the packet to a second wireless device on the channel responsive to the third time period being idle",Y02D30/70,1,"Thread boost mode for carrier-sense multiple access/carrier aggregation (CSMA/CA). An approach is described for a wireless device a transceiver and a processor communicatively coupled to the transceiver. The processor is detect a packet for transmission; scan, using the transceiver, a channel during an initial sliding window, the initial sliding window having N symbol durations; determine a power distribution of the initial sliding window based on the channel scan; determine that the channel is occupied during a first time period of the initial sliding window based at least on the power distribution; and determine a second sliding window having a second time period and a third time period. The second time period overlaps with the initial sliding window and a length of the third time period is determined based at least on the power distribution. The processor is further scan, using the transceiver, the channel during the third time period; determine that the channel is idle during the third time period of the second sliding window; and transmit, using the transceiver, the packet to a second wireless device on the channel responsive to the third time period being idle",0
